id,created_at,favorite_count,retweet_count,text
1506254139587764231,2022-03-22 12:59:06+00:00,1540,121,"As we mark 50 years of #BMWM, which M model is your favourite ever? Pictures please 📸"
1505937389923061761,2022-03-21 16:00:27+00:00,424,49,"Look inside and discover the next step in electrification ✨
The BMW iX.
#THEiX #BMW #BornElectric https://t.co/6lJXgTbGSA"
1505506917371817985,2022-03-20 11:29:54+00:00,1297,98,"So many great #BMW wheel designs to choose from, so we thought we'd ask you for your favorite? Pictures please 📸 https://t.co/aXsx2Y6V3u"
1504850152246460419,2022-03-18 16:00:09+00:00,738,96,Meet our icon. Innovative design and superior comfort for today and beyond.  THE i7. Coming soon. #THEi7 https://t.co/QLIvsVLU6X
1504844899962793985,2022-03-18 15:39:17+00:00,502,50,"Glistening grille. 
The new BMW 8 Series Convertible features a BMW kidney grille with illuminated surround. 

The #BMW M850i xDrive Convertible:
Fuel consumption/100km, CO2 emission/km comb.: 11.0–10.7 l, 249–243 g. According to WLTP, https://t.co/twXzMrWMl3. https://t.co/9V7lTL45oD"
1504143935068848128,2022-03-16 17:13:54+00:00,490,56,"Looking out on the future of mobility.
The BMW iX.
#THEiX #BornElectric #BMWElectric @BMWi https://t.co/hoNqYrnvaG"
1504038703425011712,2022-03-16 10:15:45+00:00,407,63,"When did you last experience progression? Meet modern, bold, innovation. THE i7. Coming soon. #THEi7 https://t.co/mNV17tLXyP"
1503748083351531530,2022-03-15 15:00:56+00:00,359,31,"Driving emotion for generations. 
Congratulations to BMW IconicSounds composer @HansZimmer on his first-ever BAFTA win 🏆 https://t.co/4h8n163uRX"
1502585528469934082,2022-03-12 10:01:21+00:00,838,101,"A reflection of magic ✨
The BMW 8 Series Gran Coupé.
#THE8 #BMW #8Series 
__
BMW M850i xDrive Gran Coupé: Fuel consumption/100km, CO2 emission/km comb.: 11.0–10.7 l, 251–243 g. According to WLTP, https://t.co/twXzMrWMl3. https://t.co/hz8NXruopo"
1502296992998903808,2022-03-11 14:54:49+00:00,501,58,"Dress Code: Smart Casual.
IG: dschmdt 
The #BMW M3 Competition Sedan.
#THEM3 #BMWRepost
__
BMW M3 Competition Sedan: Fuel consumption/100km, CO2 emission/km comb.: 9.8 l, 224–223 g. According to WLTP, https://t.co/twXzMrWMl3. https://t.co/nXMJVXlwwA"
1500794156452569090,2022-03-07 11:23:04+00:00,720,89,"📸 #BMWRepost @lumafoto on Instagram.
Ball is life 🏀
The #BMW M4 Competition Coupé.
__
Fuel consumption/100km, CO2 emission/km comb.: 9.8 l, 224–223 g. According to WLTP, https://t.co/twXzMrWMl3. https://t.co/xZT2WKqTI6"
1500433403711209473,2022-03-06 11:29:34+00:00,183,14,And the answer is.... The BMW i4 M50 ✅
1500064227104636928,2022-03-05 11:02:36+00:00,783,47,"Can you name the car from three facts?

BMW xDrive
0-100km/h in 3.9s
400kW"
1499715537475153925,2022-03-04 11:57:02+00:00,1081,152,"Today is the launch of @thegranturismo 7. In 2014, #BMW worked with the game developers to release the BMW Vision Gran Turismo. 

Inspired by touring cars of the 70s, the car is a road racer, with crisp proportions and a dynamic silhouette. 

See you on Trial Mountain 🎮 https://t.co/eus6vTKFeQ"
1499339552980406272,2022-03-03 11:03:00+00:00,508,39,"What is your favorite season to go for a drive, and why? Sunny evenings or autumnal glow?"
1497939577687920642,2022-02-27 14:20:00+00:00,348,38,"Two #BMW X5 models and a meeting of the generations atop a snow-covered mountain. There might be an age gap, but sheer driving pleasure is guaranteed. 

🔗  https://t.co/DwiT7QHZL0"
1496890043033657346,2022-02-24 16:49:31+00:00,850,104,"The all-electric #BMW i4 M50 - electrifying performance in all environments, all year round.

The BMW i4 M50:
Power consumption/100 km, CO2 emission/km, weighted comb.: 22.5–18.0 kWh, 0 g. Electric range: 414–521 km. According to WLTP, https://t.co/twXzMrWMl3. https://t.co/wE4QECzByJ"
1496167923290943493,2022-02-22 17:00:05+00:00,330,48,"Future sounds, Hollywood meets gearhead in the all-electric #BMW i4.
🔗  https://t.co/65KOLIwrgA

@supercarblondie @HansZimmer 

Power consumption/100 km, CO2 emission/km, weighted comb.: 19.1–16.1 kWh, 0 g. Electric range: 590–491 km. According to WLTP, https://t.co/twXzMrWMl3. https://t.co/SaF3x0hyLq"
1495782212767297543,2022-02-21 15:27:24+00:00,321,41,"Electrifying news just in⚡️ Win your own Peggy toy! Here's how you can get your hands on the Ultimate Cuteness Machine 👉 https://t.co/8Nhk7ATX8L
#BMWElectric https://t.co/cOUH7UIIzM"
1494716345816129545,2022-02-18 16:52:01+00:00,1014,140,"Art is all in the details. BMW 2 Series Coupé. 
__
The #BMW M240i xDrive Coupé:
Fuel consumption/100km, CO2 emission/km comb.: 8.8–8.1 l, 200–185 g. According to WLTP, https://t.co/twXzMrWMl3. https://t.co/JiF4OKpySD"
1494231645016182784,2022-02-17 08:46:00+00:00,1527,93,What is your favourite BMW interior?
1493585917524721664,2022-02-15 14:00:06+00:00,702,121,"How can we reimagine sustainable mobility? ☁️
#THEiVisionCircular #ReImagineToday #Circularity https://t.co/JXgvL0YhVK"
1493259993075929093,2022-02-14 16:25:00+00:00,728,53,Got a BMW love story to share? We're listening. 💌
1493140346812911618,2022-02-14 08:29:34+00:00,531,102,"Here’s to Zeus getting his spark back with the BMW iX M60 ⚡️ Thanks Hera ❤️ 
#THEiX #BMWElectric #BMW #BMWi #BMWM @BMWUSA @Schwarzenegger @salmahayek https://t.co/Q2sJui3slm"
1492771278566088708,2022-02-13 08:03:01+00:00,891,89,"Seven generations of the BMW 5 Series. Did you own a previous model? Pictures please 📸
__
The #BMW 545e xDrive Sedan:
Power consumption/100 km, Fuel consumption/100km, CO2 emission/km, weighted comb.: 27.2–21.9 kWh, 2.2–1.6 l, 51–37 g. According to WLTP, https://t.co/twXzMrWMl3. https://t.co/4FvpyqkRJt"
1492454687366393857,2022-02-12 11:05:00+00:00,342,58,"Mount Olympus ✔️ where next? ⚡️Join @Schwarzenegger and @salmahayek and get charged for 13.02.22 👉 https://t.co/P3lJooSAgm
#BMWElectric #BMW #BMWi #BMWM @BMWUSA https://t.co/BM3mo4vXQM"
1492073493135073280,2022-02-11 09:50:16+00:00,825,106,"Welcome to the M lounge. Special materials, visually powerful surfaces and expressive details to help you feel right at home. The BMW Concept XM. #ConceptXM https://t.co/eZ2UzIV1iV"
1491773970022076423,2022-02-10 14:00:04+00:00,113,20,"The future of our world is in your hands 🌍 
Listen to the complete series of Hypnopolis 2: UTOPIA IN PROGRESS now: https://t.co/Nv4im4jNGq
#BMWHYPNOPOLIS"
1491472161894191113,2022-02-09 18:00:48+00:00,351,58,"Oh my Zeus! The year's most epic blockbuster starring @Schwarzenegger and @salmahayek has landed ⚡️ Watch in full now 👉 https://t.co/P3lJooSAgm
#BMWElectric #BMW #BMWi #BMWM @BMWUSA https://t.co/t4OWId4k5B"
1491366353487466499,2022-02-09 11:00:21+00:00,237,45,"The world needs you 🌍 Ask Alexa to “Start Hypnopolis Interactive”, and join in on the adventure. Listen now: https://t.co/Nv4im4jNGq
#BMWHYPNOPOLIS #THEiX #BMW https://t.co/YNACsWT803"
1490643693329604608,2022-02-07 11:08:45+00:00,1915,127,When was the moment you knew you were a car fan for life?
1489968677277548545,2022-02-05 14:26:29+00:00,989,109,"Choose your winter sports challenger. #bornelectric

The #BMW i4 M50:
Power consumption/100km, CO2 emission/km, comb.: 22.5–18.0 kWh, 0g. https://t.co/wOm8vO6YDR"
1489645441780174855,2022-02-04 17:02:04+00:00,501,67,"BMW driving pleasure you know and love in the hands of @GoCharlieM around a wet Salzburgring. How did the BMW i4 M50 perform? https://t.co/r7OQFrymby

The #BMW i4 M50:
Power consumption/100km, CO2 emission/km, comb.: 22.5–18.0 kWh, 0g. According to WLTP, https://t.co/twXzMrWMl3. https://t.co/MuiOQi5oMD"
1488920154893336578,2022-02-02 17:00:02+00:00,127,19,"Humanity needs you 🌍
Listen to the complete series of Hypnopolis 2: UTOPIA IN PROGRESS now: https://t.co/Nv4im4jNGq
#BMWHYPNOPOLIS"
1488567573234999299,2022-02-01 17:39:00+00:00,154,22,BMW and award-winning composer @HansZimmer. How and why? Find out all in his last chat with @SupercarBlondie https://t.co/UPLxFNw0Kb
1488512770006003716,2022-02-01 14:01:14+00:00,207,31,"Can you save the world from oblivion? Ask Alexa to “Start Hypnopolis Interactive”, and join in on the adventure. Listen now: https://t.co/Nv4im4jNGq
#BMWHYPNOPOLIS #THEiX #BMW https://t.co/TpeEB1c4wC"
1488059503140651009,2022-01-31 08:00:07+00:00,957,98,"Sporty by design. #THE4 

The #BMW 420i Coupé:
Fuel consumption/100km, CO2 emission/km comb.: 7.1–6.3 l, 162–143 g. According to WLTP, https://t.co/twXzMrWMl3. https://t.co/p3yRnINuFC"
1487724888987246597,2022-01-30 09:50:28+00:00,156,18,Did anyone tick off their ultimate road yet? https://t.co/yYEWCV2Yxz
1487362890722160647,2022-01-29 09:52:01+00:00,1002,112,"The classic ""BMW Motorsport"" badge is back for 2022 on #BMWM &amp; M Sport models to celebrate 50 years since the founding of BMW M GmbH.

The #BMW M3 Competition Sedan:
Fuel consumption/100km, CO2 emission/km comb.: 9.8 l, 224–223 g. According to WLTP, https://t.co/twXzMrWMl3. https://t.co/dyK0PHfCUZ"
1487093115169214470,2022-01-28 16:00:02+00:00,470,56,"For those golden moments ✨
The new BMW X2 Goldplay Edition Plug-in Hybrid.
#THEX2
The #BMW X2 xDrive25e: 
Power consumption/100 km, Fuel consumption/100km, CO2 emission/km, weighted comb.: 20.2–19.4 kWh, 1.8–1.7 l, 42–38 g. According to WLTP, https://t.co/twXzMrWMl3. https://t.co/6Fnf52vN3s"
1486324513306554370,2022-01-26 13:05:53+00:00,119,11,BMW M850i xDrive Gran Coupé: Combined fuel consumption: 11.0–10.7 l/100 km. Combined CO2 emissions: 251–243 g/km. All data according to WLTP. Further info: https://t.co/3Hw3jgS6fo
1486324469752864768,2022-01-26 13:05:42+00:00,87,9,BMW M850i xDrive Coupé: Combined fuel consumption: 10.8–10.5 l/100 km. Combined CO2 emissions: 245–239 g/km. All data according to WLTP. Further info: https://t.co/3Hw3jgS6fo
1486324408994172928,2022-01-26 13:05:28+00:00,96,9,BMW M850i xDrive Cabrio: Combined fuel consumption: 11.0–10.7 l/100 km. Combined CO2 emissions: 249–243 g/km. All data according to WLTP. Further info: https://t.co/3Hw3jgS6fo
1486323658675171335,2022-01-26 13:02:29+00:00,2067,212,"Be enchanted ✨
The new #BMW 8 Series.
#THE8 #8Series https://t.co/Nx1Ft0Cwdb"
1486015214030135300,2022-01-25 16:36:50+00:00,126,16,Learn about the BMW award-winning composer @HansZimmer used to own and how crafting car audio compares to films. Watch now with @supercarblondie https://t.co/94Uwssq21k
1484838006360059907,2022-01-22 10:39:02+00:00,375,38,"Have you scored any 🔥 photos in @RocketLeague with the BMW M240i? #RocketLeague
__
BMW M240i xDrive Coupé: Combined fuel consumption: 8.8–8.1 l/100 km. Combined CO2 emissions: 200–185 g/km. All data according to WLTP. Further info: https://t.co/3Hw3jgS6fo https://t.co/hAIahUvUmo"
1484473103728140290,2022-01-21 10:29:02+00:00,1062,121,"You can only pick one, OK maybe 2? 
Photo by IG: ProdigyM3 #BMWM

The #BMW M3 Competition Sedan:
Fuel consumption/100km, CO2 emission/km comb: 9.8 l, 224–223 g. According to WLTP, https://t.co/twXzMrWMl3. https://t.co/NfAwF6agXB"
1484111045245419522,2022-01-20 10:30:21+00:00,716,92,"Exploring never looked so good. 
The BMW X3. 
#THEX3

Fuel consumption/100km, CO2 emission/km comb.: 7.0–6.2l, 183–162 g. According to WLTP, https://t.co/twXzMrWMl3. https://t.co/x3f1TxTbKs"
1483746058551320585,2022-01-19 10:20:01+00:00,645,83,"Feel the presence of the first-ever BMW iX M60 - designed purely for electric⚡️ power. 
#THEiX 

The #BMW iX M60*: Power consumption/100 km, CO2 emission/km, comb.: 24.7 - 21.7 kWh, 0 g. According to WLTP, https://t.co/twXzMrWMl3 *All figures are preliminary values. https://t.co/eP84lxcaOb"
1483484350171783173,2022-01-18 17:00:05+00:00,271,29,Think the future of driving is silent? Think again. Award-winning composer @HansZimmer and @SupercarBlondie share their thoughts in our new 3-part series: https://t.co/UZoFrb3TUe https://t.co/CD1GUbeGW0
1483384929128001536,2022-01-18 10:25:01+00:00,416,45,"New starts and life moments can bring motivation and joy. Discover how creator @Pinspirationde inspires her day with the BMW 2 Series Active Tourer: https://t.co/XfwlFUVIVj 
#THE2 https://t.co/nfyBHmersl"
1482358993246990338,2022-01-15 14:28:19+00:00,771,51,"Demand a change of pace.
The BMW X7. 
#THEX7 https://t.co/bn7McIBDU7"
1481936643615563778,2022-01-14 10:30:03+00:00,1356,124,"Can we challenge you to share a photo of every 3 Series generation? We'll go first, say hello to the seventh generation. https://t.co/TxWeCaIys8"
1481234641067683841,2022-01-12 12:00:33+00:00,118,17,"It all ends here 🌎
Listen to episode six of Hypnopolis 2: UTOPIA IN PROGRESS now: https://t.co/Nv4im4jNGq
#BMWHYPNOPOLIS"
1480902322247065606,2022-01-11 14:00:02+00:00,596,76,"Where's your favourite city to drive? 🌆
#THE4
__
The #BMW 420d xDrive Coupé: 
Fuel consumption/100km, CO2 emission/km comb.: 5.3–4.6 l, 139–119 g. According to WLTP, https://t.co/twXzMrWMl3. https://t.co/MI9kZfa7px"
1480872252723896320,2022-01-11 12:00:32+00:00,223,29,"Can Glyph, OKO and Jay save everyone before it's too late? 💣 Ask Alexa to “Start Hypnopolis Interactive”, and join in on the adventure. Listen now: https://t.co/Nv4im4jNGq
#BMWHYPNOPOLIS #THEiX #BMW https://t.co/7OdpETnmYs"
1480512790989320194,2022-01-10 12:12:10+00:00,860,111,"More than a colour change. 
Fit your style with the #BMW iX Flow featuring E Ink. #THEiX #BMWCES #BMWEInk @EInk https://t.co/Cb1bahk4Wr"
1480132499590242315,2022-01-09 11:01:02+00:00,657,78,"What a week 👀 In case you missed our exciting innovations, here's a peak at some of our highlights ⬇️
#BMWCES #BMW #BornElectric #FromSoultoSoul https://t.co/lfnGX0qtO5"
1479913387001847814,2022-01-08 20:30:21+00:00,647,70,"Freedom is so good for the soul ❤️ The first-ever #BMW iX M60.
#THEiX #BMWM #bornelectric

The #BMW iX M60*: Power consumption/100 km, CO2 emission/km, comb.: 24.7 - 21.7 kWh, 0 g. According to WLTP, https://t.co/twXzMrWMl3
 *All figures are preliminary values https://t.co/KJAA6QlEeG"
1479566016682278917,2022-01-07 21:30:02+00:00,299,34,"A new dimension of reality is waiting. Experience an artful take on what is yet to come. The BMW DIMENSIONS OF REAL.

https://t.co/MOALS4kBFt

#BMWCES #Design #Innovation https://t.co/cNEYN6jQuJ"
1479498067950936069,2022-01-07 17:00:01+00:00,380,41,"Let the artist in you free 🎨 Activate the new addition to My Modes, Digital Art Mode, produced by artist Cao Fei and bring a cosmic dance to your dashboard. 
#BMWCES #BMW #Technology @BMWGroupCulture https://t.co/AMu9bT3V8V"
1479196081695207424,2022-01-06 21:00:02+00:00,1026,144,Expression like you've never seen before 🧘‍♀️ Change your car's colour to fit your mood with the BMW iX Flow featuring E Ink. #THEiX #BMWCES #BMW #BMWEInk @EInk https://t.co/dSoqbBqJzt
1479136085775208452,2022-01-06 17:01:38+00:00,253,31,"Setting new standards for in-car entertainment with the BMW Theatre Screen 🎬  Activate the ultra-wide panorama display and turn the backseat of future luxury class BMW models into a cinema lounge.
#BMWCES #BMW https://t.co/Ja7hPKa3E3"
1478803630379651083,2022-01-05 19:00:34+00:00,415,228,"Ready for the next step in innovation ⚡️ Join us as we unveil our future innovations around the CES 2022.  
#BMWCES #BMW #FromSoultoSoul #BornElectric https://t.co/tsUKqXf92g"
1478727425584414721,2022-01-05 13:57:46+00:00,57,7,"The answer is C. The BMW Isetta had a 250 cc four-stroke engine and 12hp! 

How did you do in the #BMWQuiz?"
1478677906079551488,2022-01-05 10:40:59+00:00,137,19,"Ready for the final answer? On day 12 - the answer is 12, what is the question? #BMWQuiz

A) How many generations of the BMW 3 Series have there been?​
B) How many racing series in Europe are entered by BMW M Motorsport?​
C) What is the horsepower of the first BMW Isetta (250)?"
1478501759953813511,2022-01-04 23:01:03+00:00,436,48,"Say hi 👋 to our most powerful all-electric car, yet. 
The first-ever BMW iX M60.
#THEiX #BMWCES

The #BMW iX M60*: Power consumption/100 km, CO2 emission/km, comb.: 24.7 - 21.7 kWh, 0 g. According to WLTP, https://t.co/twXzMrWMl3 *All figures are preliminary values https://t.co/0Po8yBsjwK"
1478376802309578769,2022-01-04 14:44:31+00:00,72,5,The answer is C. The sixth generation of the BMW 3 Series launched in October 2011. Did you drive one?
1478365740264742921,2022-01-04 14:00:33+00:00,189,32,"Ready for the next step in innovation ⚡️ Join us tomorrow at 8:00 PM CET as we unveil our future innovations around the CES 2022.  
#BMWCES #BMW #FromSoultoSoul #CES2022 https://t.co/4edNH0IStx"
1478307447743954944,2022-01-04 10:08:55+00:00,169,16,"Day 11 is here. 11 is the answer, but what is the question? #BMWQuiz

A) How many years have BMW M models been available?
B) What is the length of the Hockenheim Ring in km?
C) What year in the 2000s was the sixth generation BMW 3 Series launched?"
1478000695383048193,2022-01-03 13:50:00+00:00,397,34,"If you set one resolution this year, make it to visit that road you've always dreamed of driving. Where is it?"
1477996330924531719,2022-01-03 13:32:39+00:00,68,7,The answer is A. @BMWi celebrated 10 years in 2021!
1477942148221784064,2022-01-03 09:57:21+00:00,156,18,"#BMWQuiz day 10! If the answer is 10, what is the question? ​🤔 

A) BMW i celebrated an anniversary of how many years in 2021? ​
B) How many driver assistance sensors does the BMW iX have? ​
C) How many BMW X models are available?"
1477693177419247621,2022-01-02 17:28:02+00:00,884,85,"We're here for the gold rush. 
The BMW 2 Series. #THE2 https://t.co/FC5Ok9L5da"
1477625256575647747,2022-01-02 12:58:08+00:00,154,12,The answer is B. The first-ever BMW X5 was launched to the world in 1999.
1477586524854267909,2022-01-02 10:24:14+00:00,199,17,"On day 9 of our #BMW quiz. Can you guess the question if the answer is 9? ​

A) How many forward gears does a BMW M5 have? ​
B) What year in the 1990s did the BMW X5 launch? ​
C) What is the total number of countries BMW models are available in?"
1477326178012774401,2022-01-01 17:09:42+00:00,59,5,The answer is C. The BMW Operating System is now on its eighth upgrade.
1477274769783406597,2022-01-01 13:45:26+00:00,168,16,"On the eighth day of our #BMWQuiz, the answer is 8, but what is the question? ​

A) What is the 0-100 km/h time of the BMW M3 Competition? ​
B) What are the number of golf tournaments supported by BMW Golf Sport?​
C) What is the latest version of the BMW Operating System?"
1477223077708763141,2022-01-01 10:20:01+00:00,1205,107,"And on the first day we say hello to, The 1 😍

Happy New Year BMW fans! #BMW https://t.co/CjOhGtBHFu"
1477001646286770185,2021-12-31 19:40:08+00:00,912,52,"Quick. Before midnight, what was your favorite BMW memory of 2021?"
1476905783883452417,2021-12-31 13:19:13+00:00,115,8,And the answer is A. The BMW 5 Series is in its seventh generation.
1476862424447918096,2021-12-31 10:26:55+00:00,205,22,"#BMWQuiz What question matches this answer? Answer = 7. ​

A) What is the current generation of BMW 5 Series? ​
B) How many BMW Cabriolet models are available?  ​
C) What is the current generation of BMW X5?"
1476547792441069572,2021-12-30 13:36:41+00:00,69,5,The answer is C! The BMW 6 Series Gran Turismo is our largest GT model.
1476501429280030722,2021-12-30 10:32:27+00:00,158,24,"Welcome to day 6 of our quiz. The answer is 6, but do you know the question? #BMWQuiz 

A) How many cylinders are on the BMW Headquarters building?
B) In how many countries does BMW build models around the world?
C) What is our largest Gran Turismo model currently available?"
1476198454913290242,2021-12-29 14:28:32+00:00,420,41,"Electric sensations: https://t.co/siKi34oGmS
What is it like to drive the BMW iX around town? #THEiX https://t.co/HdKJiFJMSS"
1476179213686349837,2021-12-29 13:12:05+00:00,58,5,"The answer is A. There have been 5 DTM champions in a BMW, Volker Strycek, Eric van de Poele, Roberto Ravaglia, Bruno Spengler and Marco Wittmann."
1476134341512159235,2021-12-29 10:13:46+00:00,141,12,"#BMWQuiz day 5. Only true fans have got them all right so far. Can you guess the question if the answer is 5?​

A) How many times has a driver won the DTM in a BMW? ​
B) What is the 0-100 km/h time in s of the BMW i4 M50?
C) How many body styles is the BMW 2 Series available in?"
1475798953572585477,2021-12-28 12:01:04+00:00,101,7,"The answer is C. There are four BMW i models currently available. The BMW iX, i4, iX3 and i3. Join us for another question tomorrow."
1475764057860972544,2021-12-28 09:42:24+00:00,144,17,"Are you ready for another? The answer is 4, but what is the question BMW fans? 
#BMWQuiz ​

A) How many seats are in the BMW X7? ​
B) Which year in the 2000s did the BMW Welt open? ​
C) What are the number of BMW i models currently available?"
1475463131640086540,2021-12-27 13:46:38+00:00,86,6,"The answer - A. Three cars were driven by James Bond in the films, Golden Eye, The World is Not Enough and Tomorrow Never Dies."
1475412506168508423,2021-12-27 10:25:27+00:00,207,22,"#BMWQuiz 
​If the answer is 3, what is the question? Let us know below! 

A) How many BMW car models starred in the James Bond movie series?​
B) What is the smallest BMW model produced? ​
C) What is the largest BMW X model?"
1475092173905436677,2021-12-26 13:12:34+00:00,74,7,The answer is C. The new BMW 2 Series Active Tourer was our latest production model to launch.
1475044890690080773,2021-12-26 10:04:41+00:00,214,23,"Welcome to day 2 of the #BMWQuiz. If the answer is 2, what is the question? Check out the pictures for clues. ​

A) What series of BMW is the coupé of a 3 Series? ​
B) How many seats are in a BMW i3? ​
C) Which series model was our most recent to launch?"
1474727773461700614,2021-12-25 13:04:34+00:00,89,7,"The answer is B. The BMW i3 was the first model for BMW i, number 1! Join us tomorrow for the next question."
1474684032462069763,2021-12-25 10:10:46+00:00,216,23,"#BMWQuiz! 12 days of challenges, on day 1 the answer is 1, but what is the question? ❓ 🤔 

A) How many BMW Cabriolet models are currently on sale?
B) The BMW i3 was which number car for @BMWi? 
C) How many electric motors does the BMW iX have?"
1474401987995344902,2021-12-24 15:30:01+00:00,546,42,"Full of festive feeling ❤️ @christoph_waltz and The #BMW iX. See the full Christmas film here: https://t.co/LVSyu6K5fo 
#THEiX #BornElectric @BMWi https://t.co/HxCBhxqjxn"
1474055699512676352,2021-12-23 16:34:00+00:00,362,47,"Enjoy an animated feature on your vehicle's* display from #BMW, to wish you and your passengers a happy holiday. Ask your Intelligent Personal Assistant 'Hey BMW, Happy Holidays' to activate. 

*Festive animations available in 44 countries with BMW Operating System 7.0. https://t.co/ukciDKSnF3"
1473972905482412035,2021-12-23 11:05:00+00:00,3307,210,"If you could make a wish, which BMW is under the tree? 🎄"
1473293181097807873,2021-12-21 14:04:01+00:00,768,92,"This is one way to melt your heart. 
The first-ever BMW i4. 
#THEi4 #BornElectric 
__
The #BMW i4 eDrive40: Power consumption/100km, CO2 emission/km, comb.: 19.1–16.1 kWh, 0g. According to WLTP, https://t.co/twXzMrWMl3. https://t.co/r92UvPvZjp"
1472861935678930947,2021-12-20 09:30:24+00:00,305,61,"Christmas is calling.
Follow Academy Award winner Christoph Waltz as he tries to escape the Christmas Party in the BMW Christmas Film, now on YouTube. https://t.co/LVSyu6K5fo
#THEiX #MerryChristmas #BMW https://t.co/6eetaojzjq"
1471480480633602048,2021-12-16 14:01:00+00:00,105,14,"The clock is ticking, can Glyph, Oko and Jay save the world before it's too late?
Listen to episode three of Hypnopolis 2: UTOPIA IN PROGRESS now: https://t.co/Nv4im4jNGq
#BMWHYPNOPOLIS"
1471480240274911235,2021-12-16 14:00:02+00:00,461,50,"Harvesting some golden moments. 
The first generation BMW X1.
📸 @alexandrudrg via Instagram #THEX2 #BMW https://t.co/XNfeAOoiGU"
1471102809068253184,2021-12-15 13:00:16+00:00,179,20,"The world's fate is in your hands, can you save it? 🌎
Experience episode 3 of Hypnopolis 2: UTOPIA IN PROGRESS, now: https://t.co/Nv4im4jNGq
 #BMWHYPNOPOLIS https://t.co/iH8BHE9Shj"
1470401142454722560,2021-12-13 14:32:05+00:00,365,49,"Views from the open roads of #Norway require a change of perspective. How to electrify your trip with @thetraveltester: https://t.co/xHBSu5WiBx
The BMW iX.
#THEiX #BornElectric https://t.co/NInYWDko1N"
1469960214367678468,2021-12-12 09:20:00+00:00,1554,82,What was your first BMW? Pictures please 📸
1469304704253505545,2021-12-10 13:55:14+00:00,926,104,"A powerful family 💪🏼
The #BMW M3 Sedan and M4 Coupé.
#THEM3 #THEM4 https://t.co/ToQyUyLk8a"
1469234750594424836,2021-12-10 09:17:16+00:00,468,58,"What is the next step in sustainable mobility? ☁️
#THEiVisionCircular #ReImagineToday #Circularity https://t.co/GkOOgaMiB3"
1468256492885364738,2021-12-07 16:30:01+00:00,383,42,"Up for a night ride in Berlin with the BMW i4 M50, and an exclusive set by Alex Niggemann? You better believe it. https://t.co/pO9jHOqB7l https://t.co/bOXRubDzOc"
